,comment,survey
228,1,Some things just work more efficiently for me to script directly in Python.
229,1,Lack of powerful text editing features like VIM or Emacs.  Limited kernel support (e.g. not as good as the Python one).  No multi-language notebook support.
230,1,"1. As code used for data analysis for a single project becomes more stable, i find it better to move the functions that dont require change out of the notebook, for 2 reasons : 1.a : Makes my notebook more clear - i only keep the functions i m still tinkering with 1.b : Protects me against accidental deletion by moving important functions into version controlled .py files. It happenned a few times to lose hours of work in the notebook by abusing the 'cut cell' action. (Cuts a few cell, including a few critical preprocessing ones - codes still runs fine as variables are in memory. Saves notebook. Come back a few days later --> broken)  2. Some weeks i do web dev (to show all those nice plots created in notebook) . Notebook's not useful for this."
231,1,"Notebooks become less manageable when project becomes bigger. It would be nice to incorporate more 'IDE' like properties like multi file projects, that can be worked on simultaneously (with the same kernel) "
232,1,"Nothing really, it's already pretty frequent."
233,1,I m more productive with a text editor and a terminal
234,1,Notebook format doesn't work well with git. Lack of basic code editor features like replacing text.
235,1,Not needed for my industry work.
236,1,Collaboration and revisioning support.
237,1,It's not simple to move notebook data to and from Git to keep a safe history of work.
238,1,devops -- access to turnkey persisted instance or prebaked kitematic images.  devops - easy access to preconfigured common setups -- like mysql or cloudant libraries pre-installed. 
239,1,"It would be great to have a scheduler and/or a real exporter in order to put ""in production"" the notebooks"
240,1,"Most of my programming work is for web and server deployments, not really suitable for Jupyter Notebook."
241,1,Already is a very integral part of the workflow. 
242,1,"1) Not ideal for projects with many related / interlinked files (which in truth is more like software development than analysis), in which case I use PyCharm  2) There's something a tiny bit buggy with the Kernel when I'm running resource intensive code.  Sometimes the kernel dies, and I feel like some error is getting swallowed.  I often revert to a command line in cases like this to feel like I have more ability to manage and babysit the code.  Some New Relic like diagnostics would be a beautiful addition to Jupyter."
243,1,I'd like to be able to easily reuse cells from one notebook to another. Kinda like an import command.  Not a major thing though.   I love Jupyter. I use it all the time. 
244,1,Our code review software (Stash) doesn't have an officially supported plugin to render/review notebooks... you just see the raw JSON.  So I tend to port most function definitions to library code.
245,1,"1. Better integration with version control systems 2. Seamless transition from notebook to standalone python script, e.g. for report generation. 3. For small code snippets, it's perfect. For a large-ish library, you know to avoid it. When you are in between the two, the editing capabilities are a limiting factor."
246,1,I use it for all of my workflow.  but I would LOVE if i was able to copy whole cells and multiple cells between notebooks!
247,1,"I love the Jupyter notebook already, and use it daily. Can definitely introduce productivity enhancements to make it even better!"
248,1,"I usually run it as a server through an EC2 spot instance. While not bad, there is a little time to calling up an image, and spinning up the instance and connecting to it. I'd love for that process to be turn-key."
249,1,"Make better use of my screen - too much unused space in the notebook  Multi-user support. Including collaborative tools like commenting and even versioning.  File/Notebook management. Make it easier to download files, find recently opened notebooks, etc."
250,1,"Inability to run notebooks as first-class scripts. Sometimes I'll have a particular or analysis demoed or sketched in a Notebook; simply running the Notebook will be enough to produce the whole result that I care about. Because it's not easy to run Notebooks from terminal (like ""$ python my_notebook.ipynb""), I end up having to convert them. But since in the process, I end up creating a normal script, I take the time to write a full shell script with argparse and other options in case I want to tweak the output later. That's all fine, but it would be really nice to just by able to run the notebook directly.  Additionally, first-class or native support for git-hooks would be nice, so that it's easier to track a notebook in version control. Really - all I care about is the logic, not the metadata for each cell!"
251,1,"Better interoperability with scala ide , like intellij"
252,1,"The ""editor"" option.  I do use a firefox extension that send me from the code cell to my favorite text editor, but it would be nice if Jupyter could emulate more the features we have in most test editors like spell-check."
253,1,Sublime text key bindings. Debugging external python code.
254,1,Better collaboration tools
255,1,"- BLD: Makefile: runipy ##1 - UBY: notebook: a keyboard shortcut for (clear all, restart) - UBY: notebook: current keyboard shortcuts in menu items ## - ENH: notebook: git save & shortcut ## - ENH: notebook: git branch list & DAG viewer  .. tests:  * https://westurner.org/wiki/awesome-python-testing#workflow-evolution  https://westurner.org/wiki/awesome-python-testing#ipython  IPython Notebook⬅  * https://github.com/westurner/notebooks/blob/gh-pages/Makefile * https://pypi.python.org/pypi/runipy  "
256,1,Better support of parallel computation.
257,1,Kernels' interaction like Beaker Notebook
258,1,a more flexible editing toolset included in the notebook workflow:  - bibliographies tools - figure numbering - be more like a latex workflow
259,1,Multiple kernels in single notebook. Data wrangling with Python straight to visualisation with JS would be the ideal.
260,1,"* non-triviality of sharing of notebooks * exchange, synergy between JupyterHub/server-based versus local/single-user installation * sparse documentation on more advanced features (extensions, configuration, ...)"
261,1,I wish it were easier to merge cells. I wish there were built-in tools that made it easier to go from notebook to command line script or Python module.
262,1,That other people don't use it as well. That it's not that easy to collaborate.
263,1,Vim-like editing capabilities.
264,1,"looks great for exploratory work and/or self-contained tasks, but it's not a development environment"
265,1,"Ease of integration into command line tools, lack of good unit testing/CI solutions. "
266,1,I still use MATLAB for a lot of algorithm design work
267,1,"I don't like to write/edit in the browser. I'd like to edit the notebook on Emacs, where I edit my other Python files. There's an Emacs plugin for that but it's far from perfect."
268,1,Better text editing.
269,1,The need to switch between these three:  (1) ipython in the terminal or qt console for fast start and oneliner work  (2) the Notebook  (3) an IDE/Editor for writing modules and packages.
270,1,Collaborative notebooks easy to use and setup Widgets for MATLAB Slideshow mode by default
271,1,"I'd like to have more options to manipulate the cells, and good documentation to know about them, though I'm more than happy with the Jupyter Notebook."
272,1,No easy git integration extension
273,1,"Multi-user collaboration in JupyterHub Stable ipywidgets Docker containers per kernel (doesn't hinder, but would improve maintainability)"
274,1,"Better keyboard shortcuts. For some reason, some of the existing ones don't seem to work. Also, I would really appreciate a more minimal design or serious built in theming that allow it to compete with editors like sublime text or atom in terms of productivity."
275,1,"I don't use python very much, and support for other kernels (e.g., scala) could be better."
276,1,"Inability to easily publish to common platforms like wordpress that aren't based around websites generated by code. Still a bit of a hassle to get a remote notebook running well just for personal use (e.g., I don't want to have to generate hashes etc, but for now SSH tunneling is working fine for me). Some less-sexy features missing like copy/pasting multiple cells at once etc."
277,1,"Nothing, really. It works great."
278,1,Find a way to manage proliferation. A nice way to order them.
279,1,"I tried Jupyter for making some lecture slides for teaching statistical methods in Python. My main grievances were the lack of more advanced (code-) editor features like incremental searching and an outline view for better navigation (during presentation and writing). I am aware of plugins, which I unfortunately could not to get work seamlessly (in Anaconda).   One thing which lets me prefer Spyder for my daily work is its context sensitive help, where or each command you type in a separate window a nicely typeset help text appears automatically. When using Scipy extensively, this is a real help.   For casual users like me, the number of key strokes and commands one needs to remember for efficient work is a burden. Extended tool bars (especially for Markdown) could flatten the learning curve quite a bit.   Furthermore, typesetting advanced math is a bit cumbersome (especially when looking for typos which prevent rendering, integrating your own macros, equation cross referencing, etc). A better integration could replace LaTeX for many documentation tasks (as in technical reports)."
280,1,Having to work with it mainly from either the command line or from the Anaconda launcher. I would prefer to have a native Mac app that will open and manage Jupyter notebooks from anywhere on my machine. With the command line for example I have to first navigate to the directory where my notebooks are located -- I have a lot of directories and I don't want to have to start up a new notebook client for every place where they are stored. 
281,1,Notebook offers only global space. It is like single python module. And most of my code consists of several modules
282,1,"For scripts that run in a pipeline, would like to parameterize them using command line arguments. Don't know if it's possible."
283,1,"Inability to easily navigate within modules/structured code directories, so that I can develop my code simultaneously as a package/module and within a notebook. Prototyping in the notebook is great, but then making sure everything works appropriately when outside of the notebook environment is more difficult without a lot more infrastructure. Furthermore, once it is ported to an external module, its essentially impossible to either bring the code back into the notebook efficiently (i.e., not just copying and pasting into cells) and or to maintain a coherent version control stream for the changes then made in the notebook. So currently software development in a notebook to external module is a 1-way street, and not a particularly easy one to navigate.   Also, inconsistency in relative import statements make developing software packages in a notebook/module. Given the portable nature of the notebook, it's nice to be able to work from the same source files on a variety of computers. But absolute paths can't be used across machines (unless they follow the same convention) and its not clear how one would specify the absolute path relative to the location of the notebook server and vs. notebook itself.  Editing documentation in the notebook (especially with executable examples) would make it easier to jump between source code and explicit documentation. Linking a particular cell out to a particular docstring for a particular function/class/method would be great."
284,1,Deploying a secure shared notebook server to facilitate easy sharing of notebooks with less computer-savvy colleagues.
285,1,More and clear documentation would be nice.
286,1,Support for multiple programming kernels in the same notebook. 
287,1,"Better editor in browser; better dashboard ---need to have a real file/folder manager; multi-file notebooks (to contain related files); better pdb (command completion, history)"
288,1,The fact that I run windows and so don't have a reliable bash kernel (I've used bash_metakernel with cygwin but it's not so reliable - prompt gets out of sync).  In fact I've promoted using Jupyter for documenting/demonstrating command-line stuff and I'd be ready to go if *I ran linux all the time*. I don't for Corporate reasons.  Although my laptop has 32G it overheats and the fan is noisy ... so I tend not to run under VirtualBox as much as I'd like.  Hope all that makes sense !!
289,1,"Text editing. I often fall back to other options like Sublime Text, wishing that Jupyter had some of that functionality."
290,1,-Would like to have a code editor and terminal in the same window as the notebook cells
291,1,"Inexpensive, remotely hosted options for running courses that use jupyter notebooks."
292,1,"Ease of version control with gift hub, sharing with non-technical users, collapsible input boxes to make it easier for non-technical personnel to understand, syntax highlighting in JavaScript cells, easy debugging, ease of implementing in server side CRON jobs etc.   "
293,1,- Multi-panel user interface similar to spyder/matlab with embedded ipython console.  - Free-form cell editing similar to spyder/matlab (e.g. to move many cells at the same time)  - Dead easy debugging support  - Maybe support for profiling code
294,1,"The UI takes a lot of vertical space, and not a lot of horizontal one (Most Displays are in the 16:9 aspect ratio ). Multiple input columns (or input left output right) and a ""minimap"" would be nice.   Data import into Python  Data exploration (bokeh/matplotlib is just not as interactive compared to matlab plot interface)"
295,1,"Integration with Git, or at least some documentation on ho best to use version control with Jupyter."
296,1,Work schedule. Nothing to do with Jupyter itself.
297,1,we need a way to hide the code to create a better document like in Zeppelin
298,1,Would be great to have more advanced editor features for the cells. Would be great to have an easy way to switch between scripts and interactive sessions (a bit like in RStudio where you can execute parts of a script).
299,1,- Not very handy to inspect large dataframes (spyder variable explorer is a better tool for that purpose) - Cannot use git to do version control. - I mostly del with a lots of files of code and Jupyter is just form interactive exploration or demos
300,1,Having an AWK specific version would be useful instead of having to use the bash support.  https://github.com/tonycasanova/Jupyter/blob/master/AWK_BasicExample_1_A.ipynb
301,1,"Single window of browser Lack of integration with github Lots of my work borders on BI, for which BI tools are really better suited, e.g. drill down into datasets "
302,1,Right tool for the job.
303,0,Browser becomes unresponsive when I start a too intensive computation.  Poor integration with my preferred code editors (pycharm or vim).  
304,0,My coworkers do not use them. Keybindings clash with vimperator.
305,0,Corporate IT policy Colleagues' lack of knowledge of PyData stack
306,0,"Poor experience opening notebooks in arbitrary locations, e.g., not in the /home tree, as there's no ""double-click file to start jupyter notebook"" feature (yet, I'm hoping)"
307,0,Lack of multi-cell copy/paste (until now). Difficulties with version control and large notebooks. Poor documentation in general. Relatively frequent changes to the notebook format.
308,0,Doesn't interact with git too well with lots of unimportant / temporary changes distracting from the real differences in a commit.
309,0,I use it despite the pain points.
310,0,Code editing is inferior to IDEs
311,0,"In Mathematica, for instance, you can collapse sections, subsections, and even cells. Make that possible in Jupiter Notebook, too, please."
312,0,"Awkwardness in use cf. regular desktop editors - e.g. basic shortcuts for running a cell and making a new one vs. making a markdown one  Difficulty with installing (vast majority of) add-ons etc, no standardised way just getting off repos on GitHub and debugging the frequent errors (e.g. recently had to look in issues log of repo for how to install nbextensions properly when readme didnt guide right; rpy2 update changed the guidance on how to install and did not work so after a few hours I gave up trying to get R inside Python kernel NB; xonsh kernel did not work with the latest Jupyter version). I really like Jupyter and do my best to contribute with these issues when they come up but it feels rather in development still (which is totally fine but not great for my productivity)  ...also the fact that I'm fairly new to using Jupyter NBs probably holds me back :-)"
313,0,"The file browser feels clunky,  and I REALLY wish the checkpoint feature inside the notebooks would be implemented more completely. Autosaving is great, but not if we can only revert to the last save state. More save history!"
314,0,"lack of built-in versioning / organizational tools in the UI, need to go to the command line for configuration, and the fact that those configurations are difficult to make global for all of my users."
315,0,- Not available on all my computing environments and I have been struggling with jupyterhub setup. - No easy workflow with a version control system such as git .  Need a markup language in comments to  create a mapping between notebook cells and traditional flat files. - Detect running dependencies between cells.  Warn when a variable is reassigned between cells .   This might indicate a cell cannot be refreshed without refreshing the previous one.
316,0,No automatic collaboration. Kernel crashing under memory stress where python thorough command line does not. 
317,0,"Lack of a project view, inter-notebook copy/pasting of cells.  Not being able to export a Notebook removing code cells but leaving outputs."
318,0,"Number one complaint I have had is the lack of find and replace, autocomplete, and other text-editor style tools. I understand this may not really be the point of jupyter nootbooks, but I find myself cutting code, pasting to a text editor, and pasting back in all the time. In my limited experience (could easily be wrong about this), it doesn't have great integration with virtualenv, so it's a bit of a headache to switch from one env to another and reconfigure jupyter. On the nitpick side, translation of magic commands to equivalent python commands would be amazing when exporting to a .py file. "
319,0,"Some issues with NB convert to PDF, the templates for latex seem overly complex.. and no option for simpler, similarly the plug-ins are kind of messed up at the moment, also need 2.11 Scala support"
320,0,"I strongly use version control, and the workflow of using the notebook with version control is odd."
321,0,"* The fact that it requires opening a new browser window (I might not want to open a browser at all, or add a tab inside my current/default browser) * The volatility of the environment (it's not easy to have an overview of how many notebooks are open, and their working folder etc.)"
322,0,The difficulty with using the same code in the notebook and running it from the command line. Inability to put code in the notebook under version control (git). 
323,0,lack of diffing and merge tool. (e.g. nbdiff for previous versions of jupyter)
324,0,Its confusing to run selected portion of code esp when i change something in the function definition. 
325,0,"Lack of file management in dashboard, meaning sorting by creation and modification times."
326,0,I use Jupyter Notebooks for education and it is often difficult to get a quick and simple setup that all my students can use. It can take me several days to figure out how to deploy JupyterHub which takes away time from actually preparing material.
327,0,"Interactive visualisatikn of images, plots etc"
328,0,not easy to turn notebook into python modules to make code reusable
329,0,"Lack of ability to select multiple cells, copy cells between notebooks. Terrible documentation, particularly of interactive widgets."
330,0,"1. For advanced terminal users, the lack of full emacs (or vi I guess) editing modes is annoying. Maybe it is just that the IPython terminal is too awesome already!  2. Version controlling ipynb files is annoying (but possible and I do it for some notebooks)."
331,0,Difficulty in github synching
332,0,1. Difficulties diffing notebooks in version control.  2. Interface issues on mobile devices 3. Slide show usage is still tricky
333,0,Its hard to navigate long notebooks. 
334,0,When gigantic debug log message output crashes my browser. 
335,0,Installing and working with Jupyter on Windows is cumbersome. The built-in web-based text editor is not as powerful as my everyday desktop text editor. 
336,0,UI sucks
337,0,Lack of integrated collaboration. Lack of blogging platform based on notebooks.
338,0,Less than optimal startup friction; Some issues with keeping track of installed packages.  Some issues with reproducibility (changes to cells can be hard to track while working).
339,0,"Notebooks tend to get big and messy when used as a scratch pad. Auto generated table of contents would help, as would more options for organizing sections and cells. "
340,0,"Version control. I find it unstable due to the rapid pace of development, it's hard to keep track."
341,0,"Installation is hard, so it's hard to spread the gospel."
342,0,"It is not vim, and when I make a booboo resulting in an infinite loop, I can't   but have to reach for the Interrupt button in the interface."
343,0,"1. Speed for larger files jupyter is slow. 2. Trouble with integration with git. 3. Export to LaTeX lacks support for Polish language. I have to tinker with tex file in order to compile it. 4. Creating slides is not very intuitive. 5. Cells grouping only appeared in the recent beta. 6. If I delete a cell, the content is lost forever - it makes work very exiting and dangerous. 7. Drag and drop for cells and group of cells would be nice. "
344,0,- cumbersome cell manipulation - support for versioning
345,0,Rendering with MathJax is very slow; nbconvert for LaTeX sometimes is broken; the absense of tools for nbdiff and nbmerge.
346,0,"Difficult to get needed information for installing/using nbextensions. Confusion surrounding the iPython/Jupyter transition, naming, and individual elements Uncertainty how to *easily* implement notebooks for university classes I teach (electrical engineering)"
347,0,"I mostly use R in RStudio and Python in Jupyter. Jupyter is good to write communications, but it ask for too much scrolling up and down for data analysis. The fact that it lies in a browser is also weird to me."
348,0,Lack of debugger
349,0,Delayed printout from print statements
350,0,"Lack of time to redevelop workflow in Python Lack of git integration in Jupiter Notebook (that I'm aware of) Non-intuitive (or broken, I can't tell) debugger—I'd really like my students to be able to step through their code line-by-line, Visual Studio-style, to find where bugs are"
351,0,"Jupyter Notebook ""Windows 7+"" experience is inferior to Linux one"
352,0,Deployment issues. There was a lot of fiddling involved in getting a server thrown up and connected with our auth (CAS) and sotrage backends
353,0,Lack of code completion
354,0,"Fiddling with packages, lack of search and replace, lack of debugging"
355,0,No tab completion/history in ipdb (https://github.com/ipython/ipython/issues/682) forces me to use other IDEs for debugging purposes.
356,0,Python: difficulty reloading when writing modules Other languages: Stability of other kernels generic: editor clumsiness / browser shortcut conflicts
357,0,need cloud features to share and collaborate notebooks.
358,0,Lack of fancy text editor tricks/shortcuts that my other editor has. 
359,0,The lack of an automated AWS credential interface to choose between launching locally or on my cluster. 
360,0,Difficulty getting coworkers to use python
361,0,"Limited visibility on wide laptop screens, difficult to style (need deep CSS knowledge, no complete documentation), large cells unwieldy, lose position easily when executing cells esp. large ones - active cell often jumps off screen.  Need more visual contrast but see comment about styling difficulty.  No good debugging tools.  Notebooks are good for documentation but not development"
362,0,"Cumbersome interaction: modal editing is poor. Prior, when CTL combinations would modify the cell, it was much faster and easier.  I teach courses with Jupyter Notebook, and students continuously delete cells by accident and other errors due to the poor modal design."
363,0," * Lack of interconnection between notebooks. Loading notebooks as modules is still non-trivial * non-trivial UI customization * No native spell-checker * No ""templates"" * No more user profiles or read-only mode"
364,0,* No spell checker * Non-trivial to use notebooks as modules * Non-trivial customization of notebooks * No more read-only access 
365,0,"I write a lot of Python code that ends up being refactored into a module. As soon as that happens the Notebook workflow loses its optimization. There's only so many ""restart kernel"" operations you can do before it starts to hinder productivity.  While recognizing prompting for OK when restarting the kernel is a reasonable UI decision, I'd LOVE to see a keyboard shortcut that does not prompt so I could get around this slowdown."
366,0,"Too hard to install. I'd like more of my colleagues to use it, but the only practical way is to use the Anaconda distro; people are reluctant to trade python.org or Anaconda."
367,0,The requirement for sequential execution of cells and no concepts of 'modulazation' (call cell x in notebook y) means it is always somewhat cumbersome to use if you are doing anything complicated.   But mostly the reluctance of others to use it. 
368,0,"The text editing feature (or lack of thereof). I end up back in Emacs. Also, folding based on the MarkDown structure."
369,0,"The inability to hierarchically structure notebooks. This is my biggest usability problem, especially coming from Mathematica where it's very natural to have giant notebooks that are very easily navigable."
370,0,Difficult to stay organized while writing more complicated code. 
371,0,Lacking editor features
372,0,Difficult to install.
373,0,"In ML, I have a cell output the loss at each epoch or few thousand iterations. This makes the output really long and to go between cells I have to scroll a lot to get past the wall of text I made."
374,0,Switching back and forth between notebook and editor/IDE is distracting and time consuming.
375,0,"Jupyter allows me to work on short scripts, but is very difficult to use on complex ones.   Typically I like to write modular code.  When a project gets large I split my work into multiple file.  Some files containing methods for I/O, others for processing or analytics and still others for plotting or visualization.  It is not easy in Jupyter to manage a project that is larger than a single script."
376,0,There is way to much dead/empty space on the UI. I need the information density of a text-editor. 
377,0,Not integrated with text editor; my own disorganization - I get make folders full of notebooks and even with git can't keep various versions straight
378,0,"None for me personally, but when installing stuff on people's computers, especially newbies I'm introducing to ipython notebooks and python, Python 2-3 issues and conflicts with system packages are a damper, and the ipython->jupyter package rename was a gotcha, though it's not that bad. For windows users especially the process is a pain, but stuff like anaconda helps, though it's all very conda-centric which causes added confusion.  Similarly with the system python vs homebrew one in macs. I guess none of this is very ipython specific, but it always comes up during the process of getting ipython + numpy + pandas etc working."
379,0,Accessing a Jupyter Notebook via our University's computing cluster is a bit tedious. Requires some port forwarding and is not easy to teach.
380,0,"At work, the dependency on ZeroMQ is perceived as a threat (GPLv3 is not on our ""blessed"" license list). Since this is probably not a problem (using vs. extending etc.), we actually use Jupyter/IPython in our team (and I'm aware of others using it too).  Personally, the only thing I find a bit weird is how the editor works (e.g. parens autocompletion); IIRC, it can be configured, so this is more of a nitpick.  Usability-wise I've had no problems, although my view might be a bit skewed to the programmer's side."
381,0,Using mainly unsupported proprietary language
382,0,Lack of a desktop app instead of browser 
383,0,"Jupyter Notebook is useful when I have a good idea of what I want to do, but it is very bad for when I am takin g more of a stab in the dark, for the following reasons. 1. The namespace gets polluted from previously run cells even if those cells were later changed, resulting in hard-to-find bugs where I change a function name where it is defined in cell 1 but forget to change it where it is called in cell 2 and there is no apparent error, because cell 2 is silently calling the old function. I have taken to restarting the entire notebook and running every cell over again when I want to make a major change to a function, which is pretty slow. 2. When I am using parallel engines and something goes wrong I typically have to restart the engines and restart the notebook I'm working on, including running all the cells again (some kind of caching would help make this faster, like in R Notebooks). There are probably other issues but they're not coming to mind right now."
384,0,"- lack of simple possibility to cut a notebook in pieces (e.g. as in Mathematica, where one can select a few cells at ones) - lack of mature solutions for collaborating on the same notebook"
385,0,Integration with IDEs - I want to use the notebook as a notebook but writing code in it is painful. PyCharm has integration but... ugh
386,0,"It's hard to keep track of what's going in beyond a number of active cells. If there is say a short cut to get back a previously edited cell, I think just that would cut down on time spent in scrolling. "
387,0,"Starts up a slow browser with all the previous tabs I may have.  Faster to start an ipython session in terminal.  Difficult to find the jupyter tab or figure out which jupyter tab corresponds to what analysis.  Simper to start an ipython session in terminal.  Stores data frames and such in memory. Not clear which cells are loaded and which aren't and what is taking up all the RAM.  The freedom also makes it simpler to create a mess with ordering of cell execution.  Simpler to start an ipython session in terminal.  Leaves an ipynb file around if I want to do a quick analysis. Have to go back to dir manually to delete the file.  Print statements slow down browser sometimes. This has improved though.  Scrolling is really bad if a command created a lot of output.  Searching through worksheet is not intuitive.  Cannot reload modules easily.  %load_ext autoreload and  %autoreload 2 doesn't work. %autoreload 1 doesn't work. Tested on OSX and Linux.   Same problem with ipython, but this is more of an issue with the notebook because it has more of a permanent state than terminal sessions.  You end up having to restart the kernel and lose everything in memory."
388,0,Hard to write software packages in. Lack of support for some inline objects (3D graphs with matplotlib)
389,0,"Not a problem with Jupyter per se, but something to do with the whole ecosystem.   The notebook is great for quick hacking and documenting the process, but the visualisation tools are precarious. Matplotlib is designed as a copy of matlab, the output is in image format, and within the notebook, optimised for display. Interactivity with the visualisation is not great, and small tweaks take an inordinate ammount of time. Producing visual outputs for purposes outside of the notebook is also cumbersome."
390,0,"It is not easy to share a notebook with non-technical co-workers.  I can't email them a notebook, and have the file association automatically open it on windows.  I can't easily distribute a notebook with links to required python packages to run it."
391,0,"Hard to keep track of large number of notebooks that need to be regular updated, or that are used to run commands."
392,0,Slowdown from codemirror javascript in large notebooks and inability to seamlessly edit outside of the browser (e.g. vim)
393,0,ZMQ library problems with Julia
394,0,Seems to have trouble with history and multiple undos. Needs more training videos. 
395,0,"not easy to terminate the running cell, often no response. "
396,0,no access to a variable browser for debugging purposes. This is the same issue that kept me from using Mathematica more in the past.
397,0,"Presentation options are limited - I often have to jump out to tableau or powerpoint. Slides need to be more flexible, not just code and plots.    Lack of easy version control, as seen in RStudio."
398,0,"(with python) lack of elegant modularity and code reuse, global state, mental burden when notebooks grow above a certain size"
399,0,Friction starting and connecting to a Jupyter kernel running on a remote machine
400,0,"Unfortunately my team does some things in google sheets. It is quite a pain to port things from google sheets to a notebook, but I do have to do it often."
401,0,"I use it in an academic environment, and it was non trivial to setup a multi user server. I used jupyterhub on Linux in the end with a custom authenticator. I'll see how it performs under load this year."
402,0,Inability to easily embed videos in the notebook requires me to use other software.
403,0,I'm used to vim.  Using a web based UI feels very inefficient.
404,0,"The editing of the notebook is sometimes cumbersome, e.g. when reordering cell or toggling output"
405,0,"Sometimes creating new cells is tedious. Lots of clicking. Lack of keyboard shortcuts or easy discovery of keyboard shortcuts.  Aesthetics and lack of easy customization: changing fonts for readability, light and dark themes, etc. "
406,0,"I find that the smaller the task, the better suited it is, and that it needs polish when the notebooks or cells get really long. When cells are big, scrolling through cells is awkward, the cursor can get stuck off-screen, and the help window often obscures the cursor. Finding your way is tricky. Same thing goes for large notebooks -- something to make the notebook easier to navigate (for example an outline w/ hyperlinks) would be helpful."
407,0,"Lack of IDE features, such as completion, syntax checking, linting "
408,0,The difficulty to use notebooks in version control repositories of more than one person. Code conflicts are generally really difficult to resolve (or at least that's my experience with git+ipynb).
409,0,"Poor integration with other languages (IHaskell is a pain in the ass).  It's easy to get disorganized with the minimal structure.  Sometimes I accidentally print too much and it crashes everything and can't stop, so I lose work."
410,0,Sometimes the notebooks become a bit unwieldy when they get long.
411,0,"Lacks lots if IDE features I am use to, such as auto formatting, highlighting of errors, refactoring, etc "
412,0,"My biggest pain point is working with large data sets (for me 1 to 10gb). Everything gets slugish, and I don't have feedback on when it'll finish. I run the notebook on a node with 60gb of ram and lots of CPU power, but the browser seems to be a bottleneck."
413,0,* Hard to interrupt kernels (ctrl-C should work) * Bad export to python code (should have an option to disable the conversion of the %statements)
414,0,Switching between developing a small library of analysis tools and prototyping is a bit of a hassle. 
415,0,"I would really speed up using notebook if the cells had vi keybindings, especially the visual mode. I am sure the same holds true for emacs mode for someone who's brain is wired the wrong way 😀"
416,0,lack of debugger
417,0,It's hard to add new kernels to the Jupyter.
418,0,The editing environment is frustrating and very limited. 
419,0,"It is very difficult to install Jupyter on OS X without resorting to (imo messy) tools like Homebrew. I also had no luck getting multiple kernels operating, which was frustrating. Lastly, UI bugs in Safari can make using it frustrating."
420,0,"Editing things is cumbersome - now I am used to vim and sublime shortcuts, I find myself missing them a lot.  Typically, the notebook has some quick ideas in it, which inevitably don't follow the best coding practices. So I often need to replace things, or edit all instances of a variable, etc - something that is hard (if not impossible) in the notebook.  Another problem is that notebooks can become cumbersome - but I guess this is more my poor planning/organisation than the notebook's fault!"
421,0,"Startup is a little slow, though potentially just an issue with my python install."
422,0,"1/ Notebook not integrated with IDE (so cut-and-paste required)  2/ Notebook UI kind of rough (not very workflow-cognizant, requires excess steps) 3/ Not well-integrated with sites I need to use it with (e.g. Github, Bitbucket, Stack Overflow)"
423,0,Notebooks get unwieldy when they get very large.
424,0,Bugs when exporting notebooks to Latex/PDF
425,0,Difficulty of navigating and organising large notebooks
426,0,The only time I don't use jupyter is when collaborating with others who don't. Usually the collaborators are stuck on Matlab and unwilling to change languages.
427,0,"It's good for writing up results, but I find it awkward for messing around."
428,0,"Jupyter notebook is a memory hog. I used it all the time but realized that it was faster to run code via the command line.   Also, large notebooks become unwieldy and difficult to navigate. Better navigation could help"
429,0,"Interactive plot exploration (through matplotlib) is a bit clunky and much worse than in Matlab, for example. You basically need to modify the code that you used to create a plot and rerun its cell in order to modify the plot. Embedded plots are not interactive and regular matplotlib figures are not that dynamic to begin with. You can zoom and pan but you cannot modify them in any other way (e.g. you cannot select a plot element and modify its color, delete it or add a fitting curve as in Matlab). Some of these are limitations of matplotlib of course but that is part of the whole ""Jupyter package"".  Creating interactive plots and widgets is too complicated at the moment. It requires too much programming.  It is hard to generate a nice report that you can share with non technical people from a Jupyter notebook because there is no way (AFAIK) to hide the code cells from the output. It would be cool to be able to mark a cell as ""hidden code"" which would be excluded from the generated PDF for example.  The UI is a bit clunky and editing code is a bit painful when there is a lot of code in a cell.  Being able to run cells out of order is cool but it also makes it hard to reproduce what you did later. This makes it particularly hard to turn a notebook into a proper Python script sometimes. It would be great if you could somehow replay the notebook in the order that you executed it and export that in the proper order. Maybe there should be a way to programmatically execute a cell from another cell (maybe this is already possible and Injust don't know about it)."
430,0,1) Conditional Formatting (should be fixed by df.style)  2) Kernel Died Errors  3) Am uneasy with %load_ext autoreload  4) Drag charts into gmal sometimes results in issues.
431,0,Lack of 'grid' type view for pandas data frames (a la rstudio).
432,0,"lack of debugging tools, lack of variable views"
433,0,Lack of languages 
434,0,"UI design is bad, and the ipynb file format is not great for using with a git"
435,0,spell checking.   I look like what I am as far as spelling is concerned; an idiot. This taints perception of what I am saying which is not idiotic.   
436,0,- Version control on GitHub is clunky - Not being able to minimize/hide cells
437,0,Working more on data acquisition than data analysis. Jupyter is not a good IDE for developing code IMO (I use Vim)
438,0,- real-time 3d visualization - the need of javascript for writing custom interactions - lack of first-class support for sticky viewers
439,0,Lack of a find and replace feature.
440,0,Cutting cells. Drag and drop them with mouse. 
441,0,"1.  Difficulty using with version control, esp. git 2.  Lack of code-folding or other organizational helpers 3.  Lack of simple interoperability with raw python source files-- once the decision to use JN is made, everybody has to use JN."
